0x00000000	batchLock_63efZf()
0x013256bd	hasDecision(address)
0x01327e33	isAct()
0x0132cc82	tokenFounderLockTime()
0x0133311b	deleteLockTime(address)
0x01333f06	topBidder()
0x01339c21	launch()
0x0133db3a	nameOf(uint256,address)
0x01340592	MAX_CONTRIBUTION_USD()
0x013459ca	getTokensForGraphenePower()
0x01345d85	challenges_length()
0x0136356d	unregisterAddresses(address[])
0x01370233	setProtocolFactory(address,uint8,uint8,uint8)
0x01370d06	setFraudChallenge(address)
0x0137abc9	addOwner(address[])
0x0138aac1	getUserBalanceOnToken(address,address)
0x0138e31b	_jAdd(uint256,uint256,uint256,uint256)
0x013953a6	amountForRefundIfSoftCapNotReached()
0x013a08c7	magicBoxList(address)
0x013a5dda	TeamAndAdviserAddreesTwoStage(uint256)
0x013a83f1	beat(uint256,bool,uint8)
0x013bcbfc	developerFeeRate()
0x013cf08b	proposals(uint256)
0x013dbf17	crowdsaleProgress()
0x013eba92	lastClaimed(address)
0x013ed428	author1()
0x013efd8b	tokenToEthSwapOutput(uint256,uint256,uint256)
0x013f288d	lastYearlySubscribed(address,address)
0x013f83c9	createTeam(address,uint32[])
0x013f84fa	getAllNumberOfBets()
0x0140e359	stand(uint256,uint8[],bytes32,uint8,uint8,bytes32,bytes32)
0x0140ea82	setNormalRoomMin(uint256)
0x0141e90a	ICOaddress(address)
0x01424b2c	excuteVote(uint256)
0x0142c8de	currentPeriodRate()
0x0142c9ae	isSoleout()
0x0142d43e	notHungry(uint256)
0x0142d7b4	authorizedBurnTokens(address,uint256)
0x0142f904	CalculatePriceofRigs(uint256,uint256,uint256)
0x0143279c	whitelistTicket(address)
0x014345c8	SENDER_BALANCE()
0x0143faba	removeFromCanTransferFromContract(address)
0x01447eba	disableCrowdsale()
0x0145e333	init(address,address,address,uint256,uint256)
0x0146d0ca	sendVote(string)
0x014785ec	week1End()
0x01491f09	baseRateInCents()
0x01492a0b	matchingEnabled()
0x01495c1c	bids(address,uint256)
0x0149e4bb	ADVERTISE_PERCENT()
0x0149eea0	view_get_Treasure()
0x014a8a49	getPenalty(address)
0x014b0732	validateTrade(address,address,address)
0x014c3dbc	current_external_block()
0x014d0f68	hardCapHighUsd()
0x014e2817	initParams(uint64)
0x014e95ba	rateBase()
0x014f7f22	joinCount()
0x015008b1	reLoadXaddr(address,uint256)
0x01500a97	getTokenForCommunity(address,uint256)
0x01501347	disableRefund()
0x01502460	freezeTransfers()
0x0150841c	loopIncrementBalance(uint256)
0x0150b530	addressesLength()
0x015129a1	sellPriceEth()
0x01515a7b	weiToReceive()
0x0151cf1d	setVotingWinner(address)
0x01538868	_setTokenURI(uint256,string)
0x0154788d	currentStartingDigitalMediaId()
0x015493b4	setFoundationWallet(address)
0x015579d9	getNumLicenseOwners()
0x01567739	beneficiaries(address)
0x0156b323	destroyTokensFrom(uint256,address)
0x015773b6	set_private_sale_total(uint256)
0x01582b82	addNewInsurance(bytes32,bytes32,uint256,uint256,uint256)
0x015854f8	quoteBid()
0x01587889	withdrawFundraisingPart(address,uint256)
0x015a18ed	start(bytes32)
0x015a4ead	unfollow(address)
0x015aeda7	setAttribute(address,bytes32,uint256,bytes32)
0x015afa55	winnerIsB()
0x015b0833	addressToFreeSummonTimestamp(address)
0x015b6652	setTokenSaleEndTime(uint256)
0x015b9f12	haveFish()
0x015bf264	depositTokens(uint256,address,uint256)
0x015cb3ff	pauseTime()
0x015d200f	lockBalanceAll(address)
0x015d32f3	devSetLotteryTargetIncreasePercentage(uint256)
0x015db350	poolFive_percent()
0x015def53	priceFactorC()
0x015e8376	distributionOpen()
0x015f32f9	cappedSaleStartTime()
0x015fa6c1	setWeiCap(uint256)
0x0160149e	rtbPaymentsProcessing()
0x0160303c	tempArray(uint256)
0x01608f5f	amountOf(address)
0x0160e2f6	cancelOptionOrder(address[3],uint256[3],bool)
0x0161d5f0	createCampaign(address,uint256,bytes32,bytes32,bytes32,bytes32)
0x016211b5	bonusAllocation()
0x01621527	destEthDevs()
0x01623ee4	basicRate()
0x0162827c	bonus02End()
0x01629a75	removeBuy(address,uint256)
0x01637ff4	getAccessory(uint256)
0x01640352	releaseStake(address,address,uint256,uint256)
0x0164c04c	getHiddenVote(uint256,address)
0x0164ee96	functionByIndex(uint256)
0x0164eead	withdrawCDAI(uint256)
0x01665044	ambassadorCount()
0x0166eab3	allocatorStorage()
0x01670ba9	lock(bytes32)
0x0168605e	breedingAuction()
0x016899de	depot()
0x0169f9bb	calculateNumBlocks(uint256)
0x016a0f6d	initSale(address,address,uint256,uint256)
0x016a3738	destroyContract(address)
0x016a4284	principle()
0x016a8cf6	topUp(address,uint32,uint192)
0x016aba15	setDividendTransactionNumber(uint256)
0x016b0882	Cst()
0x016d7c83	pauseLottery(uint8)
0x016deccc	createContractSpecial(string)
0x016ea765	removeFunctions(string)
0x016ea771	isNotCommittee(address)
0x016f34ad	callgSoftCap()
0x016fa018	getPartnerBalance(address)
0x01725a0b	demo()
0x017373a1	sellingWithdrawBalance()
0x01738ecd	setCurrent(uint256)
0x0173e3f4	addCoins(uint256)
0x0174db35	bettersForFighter(address,uint256)
0x01750e74	addStar(uint256)
0x01751998	verifySignature(address,bytes32,bytes)
0x01769b37	sendTokensToSeven(address,address,address,address,address,address,address,uint256)
0x0177081c	setMinimumStaking(address,uint256)
0x01776c6c	refundCredit(address,uint256)
0x0177877f	fundWithToken(uint64,address,uint256,address)
0x0177c42d	playerRoundwithdrawAmountFlag(uint256,address)
0x0178b8bf	resolver(bytes32)
0x0178fe3f	getData(uint256)
0x017945ba	changeDollarPrice(uint256)
0x017a9105	states(uint256)
0x017b0d00	highestBidForEdition(uint256)
0x017bef67	addExplorationByShip(uint256,uint256,uint256)
0x017c6d4c	perform(address,uint256,bytes)
0x017e322c	getCurrentGameSteps()
0x017e3410	isPermissionRequired()
0x017e88fe	getEth2DaiBuyPrice(uint256)
0x017e97bc	shippingControl()
0x017e99c9	setCoinUSDRate(uint256)
0x017ecc83	setIntent(address,address,uint256,bytes32)
0x017f27fc	saleIsClosed()
0x017f5295	grantTeller(address,bytes)
0x017f59a6	drawActiveTimestamp()
0x017fa10b	returnUint128(uint128)
0x017fa51d	shouldRevertPure(bool)
0x017fe809	getPower(uint256)
0x0180e6b4	RemainingSupply()
0x0183592b	upgrade(address[])
0x01836037	foundationBoard()
0x0183f310	potMembers(uint256)
0x01841944	EQUITY_TOKEN_SYMBOL()
0x0184e952	award(uint256)
0x0184fc35	crowdSaleAddress()
0x01857529	dividendFeeBuyAlert_()
0x0185f409	getInvestorAddress(uint256)
0x01863f79	thisContactsTokens()
0x0186ff33	lockTill()
0x0187a677	bbodServiceRegistry()
0x0188a36f	changeTransferAccount(address)
0x0188fdef	setMaximumBuy(uint256)
0x01890df6	ethereumChainId()
0x018a25e8	getBuyPrice()
0x018c2f96	publish(bytes,string,string)
0x018d6f7a	showethconf(address)
0x018de5c5	distributeCBC(address[],uint256,uint256)
0x018dfaa0	calcCount(uint256)
0x018e13d0	numOfCurrentEpoch()
0x018f003e	memberAddress2index(address)
0x018f2da1	isActiveIdentity()
0x018f7350	isAuctionTime(address)
0x0190b805	editEarlyParicipantWhitelist(address,bool)
0x019191b4	currentRefundIndex()
0x0191d35c	summFounders2()
0x0191dc92	numOfAdmins()
0x01930b6e	darknodeDeregisteredAt(address)
0x01933c43	TOWN_START_PRICE()
0x01935a34	checkAddressETH(bytes32)
0x0193712d	getNodeProfit(uint256)
0x01937d04	secretHashIndex(address)
0x01937f9b	get_linkedin_likes(bytes32,string,bytes32,bytes32,uint8,bytes32)
0x0193aea2	unitShares()
0x01949d5e	icoPeriod3end()
0x0194abaf	prolong()
0x0194db8e	sum(uint256[])
0x019554fd	withdrawBlock(uint256)
0x01966256	purchaseToken(address,uint256,uint256)
0x01968a56	mintAllocation(address,uint256)
0x01970353	setStepOneTime(uint256,uint256)
0x01970c6b	team_funds()
0x01977133	getEthToDaiOrders(uint256)
0x0197d972	VESTING_PERIOD()
0x01984892	name(address)
0x019859bb	changeMembershipContractAddr(address)
0x0198632a	getPurchasedProducts()
0x019871e9	addNewTokenWithEditions(string,uint256,uint256)
0x0198aa74	firstsaleOpen()
0x01991a23	updateAddress(string)
0x01996951	ethPerTransactionLimit()
0x0199c7b2	numberOfHolders()
0x019a8e5b	getFinalShare()
0x019b1576	backupAddress()
0x019d2729	approve(bytes)
0x019e17b3	sysPer3()
0x019f5c5b	narcoCore()
0x019fb967	checkLargeContributionsLock(address,uint256)
0x01a00216	addMod(address)
0x01a08a8b	getWorkerPool(address,uint256)
0x01a0dee1	investorsSupply()
0x01a12fd3	removeAlerter(address)
0x01a1b778	battleId()
0x01a2125d	totalPartnersReleased()
0x01a2789e	transferPreSignedBulk(address[],address[],uint256[],uint256[],uint256[],uint8[],bytes32[],bytes32[])
0x01a2f48a	changeAssetPackPrice(uint256,uint256)
0x01a2f75c	createContract(address,uint256,uint256,uint256)
0x01a340a5	totalBoughtColor()
0x01a3694e	winner2()
0x01a413b9	bankrollAvailable()
0x01a521d6	getSellerBalancesOfCurrentAuctions(address[],address[],address)
0x01a53d3b	maximumBuyBackPriceInCents()
0x01a5e3fe	isWhitelisted(bytes32)
0x01a682c1	createTeam(string,string)
0x01a7431c	setAllowMintTransfer(address,bool)
0x01a7a8c0	batFundDeposit()
0x01a80669	createInvestorWallet(uint256,address,uint256)
0x01a855a2	endfourthround()
0x01a88f7d	buySeeds()
0x01a8d07f	addBidder(uint256,address,uint256,uint256)
0x01a93f1c	giveAwayOwnership(address)
0x01a96b94	set_stage_Discount(uint256)
0x01a9a352	removeSenderFromWhitelist(address)
0x01aa6b08	getAddr2Addr(bytes32,address)
0x01ab9806	BUY()
0x01acad42	updateCreateEntryPermissionGroup(uint8)
0x01ad35e3	mintTokensForCommand(address,uint256)
0x01ad3936	assignedAmountToDevelopmentTeam()
0x01ad62a3	getBackendWallet()
0x01ae803e	setApproverCTUAddress(address)
0x01aedb62	removeAssociatedKey(address)
0x01afd5f3	allBalancesForManyAccounts(address[],address[])
0x01afebac	ICOopen()
0x01b05c6a	setTransferFeeNumerator(uint256)
0x01b0c649	collect(address,address,uint256,uint256)
0x01b0c6e0	genesToTokenId(uint256)
0x01b11792	toggleLocked()
0x01b125e6	resetTimer(string)
0x01b2021c	setEquipments(address[])
0x01b2320e	getStartBlock(uint256)
0x01b2a413	baseVerifierFee()
0x01b2e86e	SEcoinmonth(uint256)
0x01b30483	totalPriceOfEight()
0x01b49e82	disableCreateCategories()
0x01b4e7d9	Set_Limit_Amount(uint256)
0x01b54a0a	canRenew(EntityLib.Data storage,uint256,string)
0x01b5ffcf	addVesting(address,address,uint256,uint256,uint256,uint256,bool)
0x01b62b78	rewardClaimed()
0x01b6b523	viewMyContribution(bool)
0x01b7037c	redeemPositions(address,bytes32,bytes32,uint256[])
0x01b74d73	TEAM_SHARE_PERCENTAGE()
0x01b84d05	exchangePartners(uint256)
0x01b91bfa	plotsDecorations(uint256,uint256)
0x01b96aaf	waveCap2()
0x01b9a397	setDescriptor(address)
0x01ba4a36	getFinalizedStatus(uint256)
0x01bbc3f5	stopWhitelistReservetion()
0x01bbecde	swapEthToDai(uint256,uint256,uint256)
0x01bc237d	researchers(address)
0x01bc45c9	_admin()
0x01bc9533	totalTokensGenerated()
0x01bf6648	removeFromWhiteList(address)
0x01bfed0d	WALLET_Monte()
0x01c0954b	createTokenTransfer(address,address,uint256)
0x01c11d2c	supplyPool()
0x01c11d96	MAX_PRICE()
0x01c11f15	hashHead()
0x01c1c877	setChampion(uint256)
0x01c234a8	PERCENTS_DIVIDER()
0x01c23ef4	exchangeAccountsMap(address)
0x01c28786	date_end()
0x01c33bd3	addHostedWallet(address)
0x01c432ce	wrongClaimerOrUnsetInManager()
0x01c43f92	abis(address)
0x01c4b316	_whitelisted(address)
0x01c5168b	UNLOCKED_SUPPLY()
0x01c516b1	crowdsale_end()
0x01c543c2	claimOreOnlyFromAssetId(uint256)
0x01c58c34	setBlackList(bool,address)
0x01c5b2f0	compressBoard(uint256[81])
0x01c5e789	getPayedAmount()
0x01c64ce8	maxTxGas()
0x01c67203	winPercentage()
0x01c69452	brandAccounts(uint256)
0x01c6adc3	transferFrom(address,uint256)
0x01c76f81	setLiquidator(address)
0x01c7cb58	migrateMileageLeader(uint8,address,uint256)
0x01ca6891	spinlotterySetBoolSetting(bytes32,bool)
0x01cb3b20	checkGoalReached()
0x01cceb38	setExpiry(uint256)
0x01cdc371	getCBATransactionMessageLength(address)
0x01ce02e4	setPrimaryOwner(bytes32,address)
0x01cf6cd7	isRunningElection()
0x01cff174	getNumberOfAvailableStartTickets()
0x01cffa17	getTokenWithBonus(uint256)
0x01d09a3c	setCallbackGas(uint256)
0x01d1c7fd	BTCS_ETHER_CAP()
0x01d1c810	oneSidedCommit(uint256,uint256,bytes32)
0x01d2db89	isValidKyc(address)
0x01d3a6da	joinGame(uint256,uint256,address)
0x01d43945	getCastleObjInfo(uint32)
0x01d490fd	registerVestingSchedule(address,address,uint256,uint256,uint256,uint256)
0x01d4fb7c	fundsKeeper()
0x01d5c488	gemCriticalRateConversion()
0x01d6e35b	unfreezeTeamTokens(address)
0x01d81121	allocateCreationInvestmentingToken(address[],uint256[])
0x01d8715f	replaceManager(address,address)
0x01d8a97f	escapeRequestsIndexes(uint32,uint32)
0x01d90bbc	getCurrentUserMaxPurchase()
0x01d92dc8	unsoldAllocatonScheduled()
0x01d9873a	gamePlayers(address,address)
0x01d98d44	changesDenied()
0x01db61e0	HARD_CAP_EUR()
0x01dbdf44	priceAt(uint256,uint256)
0x01dd7da9	hubContractWithdraw(uint256,uint256)
0x01dd91c0	force_received()
0x01dda205	updateSoftCap(uint256)
0x01ddc95e	getTargetBlockLength()
0x01ddfa9d	referalFundBalance()
0x01de168a	min_plots_purchase_for_token_reward()
0x01de7a1c	updateVendorName(uint256,string)
0x01dee025	getTombDetail(uint256)
0x01e04e4e	poolBalanceOf(address)
0x01e0ba3a	bonusAccountIndex(uint256)
0x01e11c29	SellToken()
0x01e1bcf7	rateIcoPreICO()
0x01e1c861	minWeiValue()
0x01e1d114	totalAssets()
0x01e1ecb4	releaseTokensAndEtherForEmergencyFund()
0x01e23a22	indexOf(uint128[] storage,uint128,bool)
0x01e28e09	addClaimant(address,uint256,bool)
0x01e30a7f	bigContributionBound()
0x01e33667	withdrawToken(address,address,uint256)
0x01e343db	setOffset(uint256)
0x01e375c6	consensus(string,bytes32,bytes32,uint256,uint256,uint256)
0x01e3d718	transto(address,uint256)
0x01e40862	createETHERC20LoanBorrowerClone(address,uint256,uint256,uint256,uint256,uint256,string,address)
0x01e56c77	stopPayouts()
0x01e57a37	dth()
0x01e625fc	migrateBalances(address[],uint256[])
0x01e64725	records(bytes32)
0x01e68cbb	timestamp_msg()
0x01e88208	permissions(address)
0x01e8b608	TOKEN_SECOND_EXCHANGE_RATE()
0x01eadcfa	canAdvertiseOnBlocks(address,uint16[])
0x01ebc88e	pingReading(uint256)
0x01ebccb9	activeNameOf(address)
0x01ebd36b	enable_sale()
0x01ebebf2	myTulips()
0x01ec0793	profitsOf(address)
0x01eca37c	medalDataContract()
0x01ecaca5	changeOVCPerEther(uint256)
0x01ed7f8b	distribute(address,address,address)
0x01edb1ea	dayIdx()
0x01ef74f1	tokens_rewards_available()
0x01efb6c8	getOrderInfo()
0x01f0e6ad	_realTokenPrice()
0x01f2a2c5	buyForBtc(address,uint256,uint256,uint256,uint256)
0x01f2e82f	tokenTransfers(address)
0x01f3241f	authorizeRegisteredService(address)
0x01f40bf1	nectarAddress()
0x01f4d120	addPackage(uint256,string,bool,uint256)
0x01f59d16	maxFee()
0x01f5dd49	completePaymentAsProxy(uint256,address,address,string,uint256,bytes32,bytes32,uint8)
0x01f60217	JACKPOT_MODULO()
0x01f61ab2	requestsIDsIndex(uint256)
0x01f64398	lastDebtTokenScalingRetarget()
0x01f6dad0	remaining_for_sale()
0x01f78f43	getFreeCHICKEN()
0x01f7e49a	removeFromPresaleWhitelist(address)
0x01f81649	claimBrokerFee()
0x01f865c3	setWinPercent(uint256)
0x01f89de0	purchaseSharesOfArtwork(uint256)
0x01f8dea2	defaultBurnTimeoutDuration()
0x01f9a0aa	setOraclizeQueryMaxTime(uint256)
0x01f9cd96	revokeTokenWhitelisting(address)
0x01fa3e53	addSocial(address[],uint256[])
0x01fa8797	addListOfAddresses(address[],uint256[])
0x01fabd75	addArbitrator(address)
0x01fae3b6	setTokenState(uint8)
0x01fbaf99	totalLareSold()
0x01fbdb2f	claimPrize(uint8,bytes32,bytes32,uint256)
0x01fc3252	tokenBalances(uint8)
0x01fc59e1	checkId(bytes32)
0x01fd89a4	getFlags(bytes20)
0x01fe45e1	settings(uint256,uint256)
0x01fee54a	lockedAmount(address,uint32)
0x01ffc9a7	supportsInterface(bytes4)
0x0200b10d	collectedEthers()
0x0201407b	setAciton(uint8)
0x0201b5d5	transferOverBalanceFunds(address,address,uint256)
0x0202f3ea	allowTransfersTo(address)
0x020331dd	getFact(bytes16)
0x0203596d	purchaseKingdom(string,string,bool)
0x0203bc8d	deposit(bytes32,address,address,uint256,uint256,uint8)
0x0204c163	maxFadeoutPromille()
0x0204d0f8	unlockOwnerDate()
0x02063d93	calcMaxDeposit()
0x02064b42	consul_price()
0x02065fb8	isLoanFunded()
0x0206deb5	unitsLimitForCurrentSaleStage()
0x02078166	unburnedTypeTokens()
0x02093ee2	finalize2()
0x02096a8e	amountsByCurrency(uint256)
0x02098741	nodeList(uint256,uint256)
0x02098abb	AuthDapps(address,bool,bool,bool)
0x02099186	totalRise()
0x02099d7e	GorgonaAddr()
0x0209f982	reminder()
0x020a0ff5	setClaimLimit(uint256)
0x020a6a07	marketingTokenHolder(address)
0x020acb6a	round1Bonus()
0x020bb98e	_playerRoundsInfo(address,uint256,uint256)
0x020bdf54	getFreeStrippers()
0x020de876	setTakerFeeRate(uint256)
0x020df957	setAirdropReceiver(address)
0x020e0cdb	setInflationFactor(address,uint256)
0x020e1ffc	changeAmountPromotion(string,address,uint256,bool)
0x020eb6e1	createWorkOrder(address,uint128)
0x020ed8d3	setAlgorithm(uint8,address)
0x020f899a	hybridizationPrice(uint256)
0x020fe6e5	used(uint256)
0x02101899	minRebaseTimeIntervalSec()
0x0210a98d	address_A()
0x02114111	allowTimelock()
0x02119242	calculateDecay(uint256)
0x02124e64	TreeList(address)
0x0212d0b9	payByTokens(uint256)
0x0213443c	changeZombieCreator(address)
0x02135534	getNinja(uint256)
0x02138563	buyOre()
0x02139f4e	approveERC721(address,uint256)
0x0214e9cf	preIcoFinishTimestamp()
0x0216e304	MAX_NUMBER_OF_TOKENS()
0x0216f544	transferExecutor(address)
0x02171e7c	largeConstant()
0x02175beb	setOzr(address)
0x02177431	adminRevertDeposit(uint256)
0x02186fa4	myFounder_PID(address)
0x0218a1c3	setString(bytes32,bytes32,string,bool)
0x0218a8fb	getPaybackPlayerCount()
0x02191980	pauseDeposits()
0x021979c3	wlcontract()
0x021991e7	getBetsLocked()
0x021b1788	announceWinningNum(uint16,uint16,uint16,uint16)
0x021b58d2	riskAssetAddress()
0x021ba8f8	CLAWBACK_PERIOD()
0x021bb947	burnAfterIco()
0x021bc974	checkPoolBalance()
0x021da58e	initCrowdsale(uint256,uint256,uint256,address,address)
0x021dc2fc	tokenExchangeRateInWei()
0x021de77f	rebateTwo_(uint256,uint256)
0x021e7f85	CONTRACT_ALLOWANCE()
0x021e9ee3	minContributionInUSDCents()
0x021ea45e	claimTilesForExistingUser(uint16[],uint256,bool)
0x021f36a4	changeResource(bytes32)
0x0220611a	timeOfLastPublish()
0x022079d9	ecmulVerify(uint256,uint256,uint256,uint256,uint256)
0x0220f662	addPolicyAttribute(uint8,uint256,uint8)
0x02218ad6	desBan(address)
0x02231881	allowedAccount(address)
0x0224dc18	TOKEN_SALE1_PRE()
0x0224e3dd	getBalanceWinner(address,uint256)
0x0224e9a7	devFees()
0x02259b07	setPBTTForGas(uint256)
0x02262ced	setBackendOperator(address)
0x0226401d	ownerTestValue()
0x02264b63	private_withdraw(uint256,address)
0x0226a5c9	petOnLeaderboard(uint64)
0x0226ed48	changeGlobalAdmin(address)
0x0227efa2	exitDsr(address,uint256)
0x0228ec57	robotIndexToApproved(uint256)
0x022914a7	owners(address)
0x02299496	updateICOStatus()
0x0229b23e	pauseSALE()
0x0229bfc1	shouldProcessCumulativeRounds()
0x0229e448	founderMulSigAddress()
0x022b9735	GetMyBalance()
0x022bc71f	getNextCallSibling(bytes32)
0x022bd24c	hypes(uint256)
0x022dd197	getGladiatorBattleParticipants(uint256)
0x022e3640	release_percent()
0x022eaec2	getAllowances(address[],address[])
0x022ec936	updatePeriod(uint256,uint256)
0x022edd35	getActiveContracts()
0x022fc88b	approveToken(address,uint256)
0x0230a07c	releaseDeed(bytes32)
0x0230b814	_leverageRatio()
0x0230d870	tierThreeRate()
0x02323a73	addTime(address,uint256)
0x023276f0	wrap(address)
0x02329a29	pause(bool)
0x02337657	documentIPFSHash()
0x0233fe1b	getCastleBattleList(uint32)
0x0234ef75	setCryptostamp(address)
0x023563d8	setActive(uint256)
0x02356ec0	returnCoupon(address,bytes32)
0x0235e4e0	investorsEarned(uint256)
0x02361dbc	totalAllStage()
0x0236bb5a	isAdminAddress(address)
0x0237ae4b	getOrderInfo(uint256,tuple)
0x0237ef12	contributionInWei()
0x0238777f	preCrowdsaleContractAddress()
0x0238b770	endDateICO()
0x02394872	getLastBlockHeight()
0x02395e9b	lpc()
0x0239796e	getSaleData(DirectCrowdsaleLib.DirectCrowdsaleStorage storage,uint256)
0x02399125	EMPTY()
0x023bb74d	DATE_PRESALE_START()
0x023bf958	getChallengeParticipants(uint256)
0x023c3c87	setPowerTwoBidPrice(uint256)
0x023c6042	tokencap()
0x023c61ca	price_agent()
0x023c8be2	setWithdrawalAddress(address,address)
0x023d44df	RNBlock()
0x023d6c03	REPO_APP_NAME()
0x023dbd06	setjackPotLillteS(uint256)
0x023e16f3	_authorizePartnership(bytes)
0x023e1c34	communityContributionPercentage()
0x023e36d8	nVotesCast()
0x023e7d90	ProposalsById(uint256)
0x023eb6c4	classIdToClass(uint256)
0x023ef646	checkWithdrawalAvailable(PresaleLib.Data storage,address)
0x023eff9f	airdrop(uint8,bytes32,bytes32)
0x023f1532	nftCount(uint256)
0x023f4147	totalContributed()
0x023f4a66	issueToReserve(uint256)
0x023f70eb	claim(uint256,bytes32[],bytes32[],bytes32[],bytes32[])
0x023fadda	getRedeemedList()
0x02400845	publish(bytes12)
0x02401475	keyLimits(uint256)
0x02404bee	crowdsaleCount()
0x0240ab3f	finishRetrieving()
0x0240db33	summFounders4()
0x024187a5	window0TotalSupply()
